type,sleep_start,sleep_end,temperature_samples,nightly_temperature,baseline_relative_sample_sum,baseline_relative_sample_sum_of_squares,baseline_relative_nightly_standard_deviation,baseline_relative_sample_standard_deviation
IDT,2021-12-01T01:49:30,2021-12-01T08:49,419,31.72505966587112,NaN,NaN,NaN,NaN
IDT,2021-12-02T01:33:30,2021-12-02T08:37,421,32.22327790973872,0.0,1118.8718764844816,0.5733608373763245,1.6321705359111176
IDT,2021-12-03T00:54,2021-12-03T09:35:30,522,32.858620689655176,165.8244655581948,478.1638953592628,0.5523568547163112,1.2901208431523437
IDT,2021-12-04T02:14:30,2021-12-04T11:15:30,534,32.585767790262175,-3.637978807091713E-12,1083.2718352056108,0.4841412287238978,1.342874981363504
IDT,2021-12-05T03:04,2021-12-05T11:59:30,530,32.338490566037734,-65.52846441947258,1853.0966408473905,0.43551332971625495,1.5024725627310906
IDT,2021-12-06T02:15,2021-12-06T10:40,505,32.74079207920792,78.28726591759914,875.4961109007709,0.4142059058229374,1.4659556908204288
IDT,2021-12-07T02:06,2021-12-07T09:30,444,33.450225225225225,349.4037089776393,620.8115807371214,0.5151659674912511,1.417249947895
IDT,2021-12-08T02:02,2021-12-08T09:40:30,459,32.85816993464052,53.87643564356404,1252.440763219376,0.4895843977649474,1.450512720457794
